datasetSize;arrayType;sortType;operations
3600;ReversedSorted;stableCountingSort;82709
3700;Random(0-5);stableCountingSort;84209
3700;Random(0-4000);stableCountingSort;84209
3700;AlmostSorted;stableCountingSort;84209
3700;ReversedSorted;stableCountingSort;84209
3800;Random(0-5);stableCountingSort;85709
3800;Random(0-4000);stableCountingSort;85709
3800;AlmostSorted;stableCountingSort;85709
3800;ReversedSorted;stableCountingSort;85709
3900;Random(0-5);stableCountingSort;87209
3900;Random(0-4000);stableCountingSort;87209
3900;AlmostSorted;stableCountingSort;87209
3900;ReversedSorted;stableCountingSort;87209
4000;Random(0-5);stableCountingSort;88709
4000;Random(0-4000);stableCountingSort;88709
4000;AlmostSorted;stableCountingSort;88709
4000;ReversedSorted;stableCountingSort;88709
4100;Random(0-5);stableCountingSort;90209
4100;Random(0-4000);stableCountingSort;90209
4100;AlmostSorted;stableCountingSort;90209
4100;ReversedSorted;stableCountingSort;90209
50;Random(0-5);radixSort;17188
50;Random(0-4000);radixSort;17188
50;AlmostSorted;radixSort;17188
50;ReversedSorted;radixSort;17188
100;Random(0-5);radixSort;22838
100;Random(0-4000);radixSort;22838
100;AlmostSorted;radixSort;22838
100;ReversedSorted;radixSort;22838
150;Random(0-5);radixSort;28488
150;Random(0-4000);radixSort;28488
150;AlmostSorted;radixSort;28488
150;ReversedSorted;radixSort;28488
200;Random(0-5);radixSort;34138
200;Random(0-4000);radixSort;34138
200;AlmostSorted;radixSort;34138
200;ReversedSorted;radixSort;34138
250;Random(0-5);radixSort;39788
250;Random(0-4000);radixSort;39788
250;AlmostSorted;radixSort;39788
250;ReversedSorted;radixSort;39788
300;Random(0-5);radixSort;45438
300;Random(0-4000);radixSort;45438
300;AlmostSorted;radixSort;45438
300;ReversedSorted;radixSort;45438
400;Random(0-5);radixSort;56738
400;Random(0-4000);radixSort;56738
400;AlmostSorted;radixSort;56738
400;ReversedSorted;radixSort;56738
500;Random(0-5);radixSort;68038
500;Random(0-4000);radixSort;68038
500;AlmostSorted;radixSort;68038
500;ReversedSorted;radixSort;68038
600;Random(0-5);radixSort;79338
600;Random(0-4000);radixSort;79338
600;AlmostSorted;radixSort;79338
600;ReversedSorted;radixSort;79338
700;Random(0-5);radixSort;90638
700;Random(0-4000);radixSort;90638
700;AlmostSorted;radixSort;90638
700;ReversedSorted;radixSort;90638
800;Random(0-5);radixSort;101938
800;Random(0-4000);radixSort;101938
800;AlmostSorted;radixSort;101938
800;ReversedSorted;radixSort;101938
900;Random(0-5);radixSort;113238
900;Random(0-4000);radixSort;113238
900;AlmostSorted;radixSort;113238
900;ReversedSorted;radixSort;113238
1000;Random(0-5);radixSort;124538
1000;Random(0-4000);radixSort;124538
1000;AlmostSorted;radixSort;124538
1000;ReversedSorted;radixSort;124538
1100;Random(0-5);radixSort;135838
1100;Random(0-4000);radixSort;135838
1100;AlmostSorted;radixSort;135838
1100;ReversedSorted;radixSort;135838
1200;Random(0-5);radixSort;147138
1200;Random(0-4000);radixSort;147138
1200;AlmostSorted;radixSort;147138
1200;ReversedSorted;radixSort;147138
1300;Random(0-5);radixSort;158438
1300;Random(0-4000);radixSort;158438
1300;AlmostSorted;radixSort;158438
1300;ReversedSorted;radixSort;158438
1400;Random(0-5);radixSort;169738
1400;Random(0-4000);radixSort;169738
1400;AlmostSorted;radixSort;169738
1400;ReversedSorted;radixSort;169738
1500;Random(0-5);radixSort;181038
1500;Random(0-4000);radixSort;181038
1500;AlmostSorted;radixSort;181038
1500;ReversedSorted;radixSort;181038
1600;Random(0-5);radixSort;192338
1600;Random(0-4000);radixSort;192338
1600;AlmostSorted;radixSort;192338
1600;ReversedSorted;radixSort;192338
1700;Random(0-5);radixSort;203638
1700;Random(0-4000);radixSort;203638
1700;AlmostSorted;radixSort;203638
1700;ReversedSorted;radixSort;203638
1800;Random(0-5);radixSort;214938
1800;Random(0-4000);radixSort;214938
1800;AlmostSorted;radixSort;214938
1800;ReversedSorted;radixSort;214938
1900;Random(0-5);radixSort;226238
1900;Random(0-4000);radixSort;226238
1900;AlmostSorted;radixSort;226238
1900;ReversedSorted;radixSort;226238
2000;Random(0-5);radixSort;237538
2000;Random(0-4000);radixSort;237538
2000;AlmostSorted;radixSort;237538
2000;ReversedSorted;radixSort;237538
2100;Random(0-5);radixSort;248838
2100;Random(0-4000);radixSort;248838
2100;AlmostSorted;radixSort;248838
2100;ReversedSorted;radixSort;248838
2200;Random(0-5);radixSort;260138
2200;Random(0-4000);radixSort;260138
2200;AlmostSorted;radixSort;260138
2200;ReversedSorted;radixSort;260138
2300;Random(0-5);radixSort;271438
2300;Random(0-4000);radixSort;271438
2300;AlmostSorted;radixSort;271438
2300;ReversedSorted;radixSort;271438
2400;Random(0-5);radixSort;282738
2400;Random(0-4000);radixSort;282738
2400;AlmostSorted;radixSort;282738
2400;ReversedSorted;radixSort;282738
2500;Random(0-5);radixSort;294038
2500;Random(0-4000);radixSort;294038
2500;AlmostSorted;radixSort;294038
2500;ReversedSorted;radixSort;294038
2600;Random(0-5);radixSort;305338
2600;Random(0-4000);radixSort;305338
2600;AlmostSorted;radixSort;305338
2600;ReversedSorted;radixSort;305338
2700;Random(0-5);radixSort;316638
2700;Random(0-4000);radixSort;316638
2700;AlmostSorted;radixSort;316638
2700;ReversedSorted;radixSort;316638
2800;Random(0-5);radixSort;327938
2800;Random(0-4000);radixSort;327938
2800;AlmostSorted;radixSort;327938
2800;ReversedSorted;radixSort;327938
2900;Random(0-5);radixSort;339238
2900;Random(0-4000);radixSort;339238
2900;AlmostSorted;radixSort;339238
2900;ReversedSorted;radixSort;339238
3000;Random(0-5);radixSort;350538
3000;Random(0-4000);radixSort;350538
3000;AlmostSorted;radixSort;350538
3000;ReversedSorted;radixSort;350538
3100;Random(0-5);radixSort;361838
3100;Random(0-4000);radixSort;361838
3100;AlmostSorted;radixSort;361838
3100;ReversedSorted;radixSort;361838
3200;Random(0-5);radixSort;373138
3200;Random(0-4000);radixSort;373138
3200;AlmostSorted;radixSort;373138
3200;ReversedSorted;radixSort;373138
3300;Random(0-5);radixSort;384438
3300;Random(0-4000);radixSort;384438
3300;AlmostSorted;radixSort;384438
3300;ReversedSorted;radixSort;384438
3400;Random(0-5);radixSort;395738
3400;Random(0-4000);radixSort;395738
3400;AlmostSorted;radixSort;395738
3400;ReversedSorted;radixSort;395738
3500;Random(0-5);radixSort;407038
3500;Random(0-4000);radixSort;407038
3500;AlmostSorted;radixSort;407038
3500;ReversedSorted;radixSort;407038
3600;Random(0-5);radixSort;418338
3600;Random(0-4000);radixSort;418338
3600;AlmostSorted;radixSort;418338
3600;ReversedSorted;radixSort;418338
3700;Random(0-5);radixSort;429638
3700;Random(0-4000);radixSort;429638
3700;AlmostSorted;radixSort;429638
3700;ReversedSorted;radixSort;429638
3800;Random(0-5);radixSort;440938
3800;Random(0-4000);radixSort;440938
3800;AlmostSorted;radixSort;440938
3800;ReversedSorted;radixSort;440938
3900;Random(0-5);radixSort;452238
3900;Random(0-4000);radixSort;452238
3900;AlmostSorted;radixSort;452238
3900;ReversedSorted;radixSort;452238
4000;Random(0-5);radixSort;463538
4000;Random(0-4000);radixSort;463538
4000;AlmostSorted;radixSort;463538
4000;ReversedSorted;radixSort;463538
4100;Random(0-5);radixSort;474838
4100;Random(0-4000);radixSort;474838
4100;AlmostSorted;radixSort;474838
4100;ReversedSorted;radixSort;474838
50;Random(0-5);mergeSort;7401
50;Random(0-4000);mergeSort;7433
50;AlmostSorted;mergeSort;7001
50;ReversedSorted;mergeSort;6833
100;Random(0-5);mergeSort;17139
100;Random(0-4000);mergeSort;17227
100;AlmostSorted;mergeSort;16339
100;ReversedSorted;mergeSort;15683
150;Random(0-5);mergeSort;27653
150;Random(0-4000);mergeSort;27853
150;AlmostSorted;mergeSort;26133
150;ReversedSorted;mergeSort;25269
200;Random(0-5);mergeSort;38951
200;Random(0-4000);mergeSort;39239
200;AlmostSorted;mergeSort;37343
200;ReversedSorted;mergeSort;35383
250;Random(0-5);mergeSort;50233
250;Random(0-4000);mergeSort;50633
250;AlmostSorted;mergeSort;48073
250;ReversedSorted;mergeSort;45225
300;Random(0-5);mergeSort;62315
300;Random(0-4000);mergeSort;62819
300;AlmostSorted;mergeSort;59475
300;ReversedSorted;mergeSort;56555
400;Random(0-5);mergeSort;87159
400;Random(0-4000);mergeSort;87879
400;AlmostSorted;mergeSort;83199
400;ReversedSorted;mergeSort;78783
500;Random(0-5);mergeSort;111971
500;Random(0-4000);mergeSort;113131
500;AlmostSorted;mergeSort;108235
500;ReversedSorted;mergeSort;100467
600;Random(0-5);mergeSort;138703
600;Random(0-4000);mergeSort;140119
600;AlmostSorted;mergeSort;132983
600;ReversedSorted;mergeSort;125127
700;Random(0-5);mergeSort;165739
700;Random(0-4000);mergeSort;167547
700;AlmostSorted;mergeSort;159571
700;ReversedSorted;mergeSort;149531
800;Random(0-5);mergeSort;192951
800;Random(0-4000);mergeSort;194903
800;AlmostSorted;mergeSort;184727
800;ReversedSorted;mergeSort;173583
900;Random(0-5);mergeSort;219787
900;Random(0-4000);mergeSort;222451
900;AlmostSorted;mergeSort;209691
900;ReversedSorted;mergeSort;197475
1000;Random(0-5);mergeSort;246775
1000;Random(0-4000);mergeSort;250167
1000;AlmostSorted;mergeSort;235767
1000;ReversedSorted;mergeSort;220951
1100;Random(0-5);mergeSort;275867
1100;Random(0-4000);mergeSort;279299
1100;AlmostSorted;mergeSort;260267
1100;ReversedSorted;mergeSort;247371
1200;Random(0-5);mergeSort;305087
1200;Random(0-4000);mergeSort;308927
1200;AlmostSorted;mergeSort;287919
1200;ReversedSorted;mergeSort;274271
1300;Random(0-5);mergeSort;334363
1300;Random(0-4000);mergeSort;338651
1300;AlmostSorted;mergeSort;316187
1300;ReversedSorted;mergeSort;300691
1400;Random(0-5);mergeSort;363775
1400;Random(0-4000);mergeSort;368743
1400;AlmostSorted;mergeSort;344871
1400;ReversedSorted;mergeSort;327079
1500;Random(0-5);mergeSort;393235
1500;Random(0-4000);mergeSort;398419
1500;AlmostSorted;mergeSort;370315
1500;ReversedSorted;mergeSort;353019
1600;Random(0-5);mergeSort;422679
1600;Random(0-4000);mergeSort;428199
1600;AlmostSorted;mergeSort;399823
1600;ReversedSorted;mergeSort;379183
1700;Random(0-5);mergeSort;451867
1700;Random(0-4000);mergeSort;458115
1700;AlmostSorted;mergeSort;429971
1700;ReversedSorted;mergeSort;405443
1800;Random(0-5);mergeSort;481511
1800;Random(0-4000);mergeSort;488247
1800;AlmostSorted;mergeSort;455175
1800;ReversedSorted;mergeSort;430967
1900;Random(0-5);mergeSort;510603
1900;Random(0-4000);mergeSort;518187
1900;AlmostSorted;mergeSort;482979
1900;ReversedSorted;mergeSort;456779
2000;Random(0-5);mergeSort;540367
2000;Random(0-4000);mergeSort;548431
2000;AlmostSorted;mergeSort;509007
2000;ReversedSorted;mergeSort;481919
2100;Random(0-5);mergeSort;571171
2100;Random(0-4000);mergeSort;579411
2100;AlmostSorted;mergeSort;541011
2100;ReversedSorted;mergeSort;509331
2200;Random(0-5);mergeSort;602903
2200;Random(0-4000);mergeSort;611471
2200;AlmostSorted;mergeSort;566703
2200;ReversedSorted;mergeSort;538759
2300;Random(0-5);mergeSort;634811
2300;Random(0-4000);mergeSort;643739
2300;AlmostSorted;mergeSort;597067
2300;ReversedSorted;mergeSort;567483
2400;Random(0-5);mergeSort;666671
2400;Random(0-4000);mergeSort;675591
2400;AlmostSorted;mergeSort;628839
2400;ReversedSorted;mergeSort;596559
2500;Random(0-5);mergeSort;698219
2500;Random(0-4000);mergeSort;707675
2500;AlmostSorted;mergeSort;659243
2500;ReversedSorted;mergeSort;624963
2600;Random(0-5);mergeSort;730071
2600;Random(0-4000);mergeSort;739943
2600;AlmostSorted;mergeSort;688751
2600;ReversedSorted;mergeSort;653399
2700;Random(0-5);mergeSort;762179
2700;Random(0-4000);mergeSort;772403
2700;AlmostSorted;mergeSort;717947
2700;ReversedSorted;mergeSort;682059
2800;Random(0-5);mergeSort;793295
2800;Random(0-4000);mergeSort;804631
2800;AlmostSorted;mergeSort;752079
2800;ReversedSorted;mergeSort;710175
2900;Random(0-5);mergeSort;824947
2900;Random(0-4000);mergeSort;836523
2900;AlmostSorted;mergeSort;778171
2900;ReversedSorted;mergeSort;738419
3000;Random(0-5);mergeSort;856983
3000;Random(0-4000);mergeSort;868887
3000;AlmostSorted;mergeSort;800535
3000;ReversedSorted;mergeSort;766055
3100;Random(0-5);mergeSort;888571
3100;Random(0-4000);mergeSort;900963
3100;AlmostSorted;mergeSort;831315
3100;ReversedSorted;mergeSort;793755
3200;Random(0-5);mergeSort;920767
3200;Random(0-4000);mergeSort;933423
3200;AlmostSorted;mergeSort;860959
3200;ReversedSorted;mergeSort;822383
3300;Random(0-5);mergeSort;952211
3300;Random(0-4000);mergeSort;966091
3300;AlmostSorted;mergeSort;892659
3300;ReversedSorted;mergeSort;850755
3400;Random(0-5);mergeSort;984599
3400;Random(0-4000);mergeSort;997927
3400;AlmostSorted;mergeSort;922575
3400;ReversedSorted;mergeSort;878903
3500;Random(0-5);mergeSort;1016587
3500;Random(0-4000);mergeSort;1031083
3500;AlmostSorted;mergeSort;950923
3500;ReversedSorted;mergeSort;906667
3600;Random(0-5);mergeSort;1048319
3600;Random(0-4000);mergeSort;1062935
3600;AlmostSorted;mergeSort;984431
3600;ReversedSorted;mergeSort;933951
3700;Random(0-5);mergeSort;1080435
3700;Random(0-4000);mergeSort;1095619
3700;AlmostSorted;mergeSort;1011451
3700;ReversedSorted;mergeSort;962035
3800;Random(0-5);mergeSort;1111847
3800;Random(0-4000);mergeSort;1128007
3800;AlmostSorted;mergeSort;1042471
3800;ReversedSorted;mergeSort;989575
3900;Random(0-5);mergeSort;1143915
3900;Random(0-4000);mergeSort;1160275
3900;AlmostSorted;mergeSort;1073451
3900;ReversedSorted;mergeSort;1016859
4000;Random(0-5);mergeSort;1175551
4000;Random(0-4000);mergeSort;1192935
4000;AlmostSorted;mergeSort;1098543
4000;ReversedSorted;mergeSort;1043855
4100;Random(0-5);mergeSort;1207107
4100;Random(0-4000);mergeSort;1225899
4100;AlmostSorted;mergeSort;1143259
4100;ReversedSorted;mergeSort;1070403
50;Random(0-5);quickSort;2152
50;Random(0-4000);quickSort;2184
50;AlmostSorted;quickSort;4411
50;ReversedSorted;quickSort;4752
100;Random(0-5);quickSort;4865
100;Random(0-4000);quickSort;4960
100;AlmostSorted;quickSort;11713
100;ReversedSorted;quickSort;17027
150;Random(0-5);quickSort;7903
150;Random(0-4000);quickSort;8345
150;AlmostSorted;quickSort;21348
150;ReversedSorted;quickSort;36802
200;Random(0-5);quickSort;11070
200;Random(0-4000);quickSort;11096
200;AlmostSorted;quickSort;33727
200;ReversedSorted;quickSort;64077
250;Random(0-5);quickSort;13981
250;Random(0-4000);quickSort;15351
250;AlmostSorted;quickSort;48377
250;ReversedSorted;quickSort;98852
300;Random(0-5);quickSort;17228
300;Random(0-4000);quickSort;18504
300;AlmostSorted;quickSort;63279
300;ReversedSorted;quickSort;141127
400;Random(0-5);quickSort;24064
400;Random(0-4000);quickSort;25748
400;AlmostSorted;quickSort;94284
400;ReversedSorted;quickSort;248177
500;Random(0-5);quickSort;30731
500;Random(0-4000);quickSort;32659
500;AlmostSorted;quickSort;128300
500;ReversedSorted;quickSort;385227
600;Random(0-5);quickSort;37994
600;Random(0-4000);quickSort;39288
600;AlmostSorted;quickSort;148679
600;ReversedSorted;quickSort;552277
700;Random(0-5);quickSort;45439
700;Random(0-4000);quickSort;47418
700;AlmostSorted;quickSort;227555
700;ReversedSorted;quickSort;749327
800;Random(0-5);quickSort;51429
800;Random(0-4000);quickSort;56874
800;AlmostSorted;quickSort;182502
800;ReversedSorted;quickSort;976377
900;Random(0-5);quickSort;60963
900;Random(0-4000);quickSort;62434
900;AlmostSorted;quickSort;266318
900;ReversedSorted;quickSort;1233427
1000;Random(0-5);quickSort;66512
1000;Random(0-4000);quickSort;70560
1000;AlmostSorted;quickSort;325604
1000;ReversedSorted;quickSort;1520477
1100;Random(0-5);quickSort;73661
1100;Random(0-4000);quickSort;77531
1100;AlmostSorted;quickSort;348854
1100;ReversedSorted;quickSort;1837527
1200;Random(0-5);quickSort;81996
1200;Random(0-4000);quickSort;89348
1200;AlmostSorted;quickSort;380277
1200;ReversedSorted;quickSort;2184577
1300;Random(0-5);quickSort;91333
1300;Random(0-4000);quickSort;97816
1300;AlmostSorted;quickSort;420952
1300;ReversedSorted;quickSort;2561627
1400;Random(0-5);quickSort;97254
1400;Random(0-4000);quickSort;108920
1400;AlmostSorted;quickSort;466981
1400;ReversedSorted;quickSort;2968677
1500;Random(0-5);quickSort;105269
1500;Random(0-4000);quickSort;117517
1500;AlmostSorted;quickSort;514250
1500;ReversedSorted;quickSort;3405727
1600;Random(0-5);quickSort;113962
1600;Random(0-4000);quickSort;119017
1600;AlmostSorted;quickSort;516438
1600;ReversedSorted;quickSort;3872777
1700;Random(0-5);quickSort;120210
1700;Random(0-4000);quickSort;129764
1700;AlmostSorted;quickSort;579233
1700;ReversedSorted;quickSort;4369827
1800;Random(0-5);quickSort;127832
1800;Random(0-4000);quickSort;134824
1800;AlmostSorted;quickSort;679961
1800;ReversedSorted;quickSort;4896877
1900;Random(0-5);quickSort;135388
1900;Random(0-4000);quickSort;146777
1900;AlmostSorted;quickSort;620573
1900;ReversedSorted;quickSort;5453927
2000;Random(0-5);quickSort;144561
2000;Random(0-4000);quickSort;154644
2000;AlmostSorted;quickSort;679532
2000;ReversedSorted;quickSort;6040977
2100;Random(0-5);quickSort;151098
2100;Random(0-4000);quickSort;161805
2100;AlmostSorted;quickSort;710629
2100;ReversedSorted;quickSort;6658027
2200;Random(0-5);quickSort;163221
2200;Random(0-4000);quickSort;173787
2200;AlmostSorted;quickSort;751841
2200;ReversedSorted;quickSort;7305077
2300;Random(0-5);quickSort;169005
2300;Random(0-4000);quickSort;178930
2300;AlmostSorted;quickSort;800777
2300;ReversedSorted;quickSort;7982127
2400;Random(0-5);quickSort;175483
2400;Random(0-4000);quickSort;188810
2400;AlmostSorted;quickSort;877431
2400;ReversedSorted;quickSort;8689177
2500;Random(0-5);quickSort;187763
2500;Random(0-4000);quickSort;196646
2500;AlmostSorted;quickSort;869408
2500;ReversedSorted;quickSort;9426227
2600;Random(0-5);quickSort;194069
2600;Random(0-4000);quickSort;205643
2600;AlmostSorted;quickSort;917445
2600;ReversedSorted;quickSort;10193277
2700;Random(0-5);quickSort;202665
2700;Random(0-4000);quickSort;213063
2700;AlmostSorted;quickSort;946361
2700;ReversedSorted;quickSort;10990327
2800;Random(0-5);quickSort;210564
2800;Random(0-4000);quickSort;219067
2800;AlmostSorted;quickSort;996132
2800;ReversedSorted;quickSort;11817377
2900;Random(0-5);quickSort;218834
2900;Random(0-4000);quickSort;227697
2900;AlmostSorted;quickSort;1043933
2900;ReversedSorted;quickSort;12674427
3000;Random(0-5);quickSort;227262
3000;Random(0-4000);quickSort;238145
3000;AlmostSorted;quickSort;1092012
3000;ReversedSorted;quickSort;13561477
3100;Random(0-5);quickSort;233440
3100;Random(0-4000);quickSort;241562
3100;AlmostSorted;quickSort;1148593
3100;ReversedSorted;quickSort;14478527
3200;Random(0-5);quickSort;242253
3200;Random(0-4000);quickSort;260247
3200;AlmostSorted;quickSort;1213260
3200;ReversedSorted;quickSort;15425577
3300;Random(0-5);quickSort;253312
3300;Random(0-4000);quickSort;265981
3300;AlmostSorted;quickSort;1272535
3300;ReversedSorted;quickSort;16402627
3400;Random(0-5);quickSort;258894
3400;Random(0-4000);quickSort;265193
3400;AlmostSorted;quickSort;1335308
3400;ReversedSorted;quickSort;17409677
3500;Random(0-5);quickSort;271228
3500;Random(0-4000);quickSort;285735
3500;AlmostSorted;quickSort;1399469
3500;ReversedSorted;quickSort;18446727
3600;Random(0-5);quickSort;282448
3600;Random(0-4000);quickSort;295821
3600;AlmostSorted;quickSort;1471445
3600;ReversedSorted;quickSort;19513777
3700;Random(0-5);quickSort;289177
3700;Random(0-4000);quickSort;301757
3700;AlmostSorted;quickSort;1527814
3700;ReversedSorted;quickSort;20610827
3800;Random(0-5);quickSort;307437
3800;Random(0-4000);quickSort;321330
3800;AlmostSorted;quickSort;1577303
3800;ReversedSorted;quickSort;21737877
3900;Random(0-5);quickSort;306755
3900;Random(0-4000);quickSort;326996
3900;AlmostSorted;quickSort;1630214
3900;ReversedSorted;quickSort;22894927
4000;Random(0-5);quickSort;306550
4000;Random(0-4000);quickSort;329556
4000;AlmostSorted;quickSort;1708638
4000;ReversedSorted;quickSort;24081977
4100;Random(0-5);quickSort;321564
4100;Random(0-4000);quickSort;344380
4100;AlmostSorted;quickSort;769552
4100;ReversedSorted;quickSort;25299027
50;Random(0-5);heapSort;4408
50;Random(0-4000);heapSort;4814
50;AlmostSorted;heapSort;4988
50;ReversedSorted;heapSort;4364
100;Random(0-5);heapSort;10671
100;Random(0-4000);heapSort;11345
100;AlmostSorted;heapSort;11942
100;ReversedSorted;heapSort;10543
150;Random(0-5);heapSort;17653
150;Random(0-4000);heapSort;18793
150;AlmostSorted;heapSort;19391
150;ReversedSorted;heapSort;17476
200;Random(0-5);heapSort;24330
200;Random(0-4000);heapSort;26713
200;AlmostSorted;heapSort;27465
200;ReversedSorted;heapSort;24729
250;Random(0-5);heapSort;31885
250;Random(0-4000);heapSort;34663
250;AlmostSorted;heapSort;35645
250;ReversedSorted;heapSort;32401
300;Random(0-5);heapSort;39546
300;Random(0-4000);heapSort;43398
300;AlmostSorted;heapSort;44535
300;ReversedSorted;heapSort;40387
400;Random(0-5);heapSort;55287
400;Random(0-4000);heapSort;61152
400;AlmostSorted;heapSort;63243
400;ReversedSorted;heapSort;57087
500;Random(0-5);heapSort;71006
500;Random(0-4000);heapSort;79168
500;AlmostSorted;heapSort;82107
500;ReversedSorted;heapSort;74480
600;Random(0-5);heapSort;87285
600;Random(0-4000);heapSort;98419
600;AlmostSorted;heapSort;101802
600;ReversedSorted;heapSort;92332
700;Random(0-5);heapSort;105732
700;Random(0-4000);heapSort;117976
700;AlmostSorted;heapSort;121680
700;ReversedSorted;heapSort;110983
800;Random(0-5);heapSort;123398
800;Random(0-4000);heapSort;137686
800;AlmostSorted;heapSort;143420
800;ReversedSorted;heapSort;129648
900;Random(0-5);heapSort;139889
900;Random(0-4000);heapSort;157637
900;AlmostSorted;heapSort;165213
900;ReversedSorted;heapSort;149245
1000;Random(0-5);heapSort;156892
1000;Random(0-4000);heapSort;177733
1000;AlmostSorted;heapSort;185891
1000;ReversedSorted;heapSort;167766
1100;Random(0-5);heapSort;174143
1100;Random(0-4000);heapSort;198530
1100;AlmostSorted;heapSort;207963
1100;ReversedSorted;heapSort;188195
1200;Random(0-5);heapSort;193655
1200;Random(0-4000);heapSort;219924
1200;AlmostSorted;heapSort;230335
1200;ReversedSorted;heapSort;207942
1300;Random(0-5);heapSort;213275
1300;Random(0-4000);heapSort;241218
1300;AlmostSorted;heapSort;252654
1300;ReversedSorted;heapSort;228579
1400;Random(0-5);heapSort;231153
1400;Random(0-4000);heapSort;262652
1400;AlmostSorted;heapSort;274672
1400;ReversedSorted;heapSort;248814
1500;Random(0-5);heapSort;251741
1500;Random(0-4000);heapSort;284461
1500;AlmostSorted;heapSort;296588
1500;ReversedSorted;heapSort;270519
1600;Random(0-5);heapSort;270235
1600;Random(0-4000);heapSort;306709
1600;AlmostSorted;heapSort;319123
1600;ReversedSorted;heapSort;290139
1700;Random(0-5);heapSort;287237
1700;Random(0-4000);heapSort;328063
1700;AlmostSorted;heapSort;341904
1700;ReversedSorted;heapSort;311889
1800;Random(0-5);heapSort;303962
1800;Random(0-4000);heapSort;350669
1800;AlmostSorted;heapSort;364135
1800;ReversedSorted;heapSort;332905
1900;Random(0-5);heapSort;324951
1900;Random(0-4000);heapSort;372468
1900;AlmostSorted;heapSort;387800
1900;ReversedSorted;heapSort;355776
2000;Random(0-5);heapSort;344355
2000;Random(0-4000);heapSort;394706
2000;AlmostSorted;heapSort;411246
2000;ReversedSorted;heapSort;375012
2100;Random(0-5);heapSort;362469
2100;Random(0-4000);heapSort;416692
2100;AlmostSorted;heapSort;434828
2100;ReversedSorted;heapSort;397464
2200;Random(0-5);heapSort;383152
2200;Random(0-4000);heapSort;439830
2200;AlmostSorted;heapSort;459025
2200;ReversedSorted;heapSort;418688
2300;Random(0-5);heapSort;403734
2300;Random(0-4000);heapSort;463017
2300;AlmostSorted;heapSort;483379
2300;ReversedSorted;heapSort;442972
2400;Random(0-5);heapSort;423343
2400;Random(0-4000);heapSort;486101
2400;AlmostSorted;heapSort;507727
2400;ReversedSorted;heapSort;463192
2500;Random(0-5);heapSort;443839
2500;Random(0-4000);heapSort;509537
2500;AlmostSorted;heapSort;531646
2500;ReversedSorted;heapSort;485641
2600;Random(0-5);heapSort;465424
2600;Random(0-4000);heapSort;532795
2600;AlmostSorted;heapSort;555212
2600;ReversedSorted;heapSort;507378
2700;Random(0-5);heapSort;485415
2700;Random(0-4000);heapSort;556642
2700;AlmostSorted;heapSort;580779
2700;ReversedSorted;heapSort;531819
2800;Random(0-5);heapSort;506425
2800;Random(0-4000);heapSort;579475
2800;AlmostSorted;heapSort;605786
2800;ReversedSorted;heapSort;552519
2900;Random(0-5);heapSort;527832
2900;Random(0-4000);heapSort;603274
2900;AlmostSorted;heapSort;630995
2900;ReversedSorted;heapSort;575242
3000;Random(0-5);heapSort;548075
3000;Random(0-4000);heapSort;626775
3000;AlmostSorted;heapSort;655838
3000;ReversedSorted;heapSort;596993
3100;Random(0-5);heapSort;569201
3100;Random(0-4000);heapSort;650678
3100;AlmostSorted;heapSort;680128
3100;ReversedSorted;heapSort;621733
3200;Random(0-5);heapSort;587646
3200;Random(0-4000);heapSort;674769
3200;AlmostSorted;heapSort;704646
3200;ReversedSorted;heapSort;643670
3300;Random(0-5);heapSort;607130
3300;Random(0-4000);heapSort;698521
3300;AlmostSorted;heapSort;729029
3300;ReversedSorted;heapSort;666052
3400;Random(0-5);heapSort;627562
3400;Random(0-4000);heapSort;722213
3400;AlmostSorted;heapSort;752716
3400;ReversedSorted;heapSort;689434
3500;Random(0-5);heapSort;643953
3500;Random(0-4000);heapSort;745433
3500;AlmostSorted;heapSort;775184
3500;ReversedSorted;heapSort;714290
3600;Random(0-5);heapSort;664247
3600;Random(0-4000);heapSort;769904
3600;AlmostSorted;heapSort;798807
3600;ReversedSorted;heapSort;736485
3700;Random(0-5);heapSort;688137
3700;Random(0-4000);heapSort;793279
3700;AlmostSorted;heapSort;825689
3700;ReversedSorted;heapSort;758666
3800;Random(0-5);heapSort;708171
3800;Random(0-4000);heapSort;817990
3800;AlmostSorted;heapSort;851490
3800;ReversedSorted;heapSort;783029
3900;Random(0-5);heapSort;728220
3900;Random(0-4000);heapSort;841713
3900;AlmostSorted;heapSort;876782
3900;ReversedSorted;heapSort;806943
4000;Random(0-5);heapSort;749566
4000;Random(0-4000);heapSort;866556
4000;AlmostSorted;heapSort;901539
4000;ReversedSorted;heapSort;829558
4100;Random(0-5);heapSort;769945
4100;Random(0-4000);heapSort;890637
4100;AlmostSorted;heapSort;917482
4100;ReversedSorted;heapSort;851808
50;Random(0-5);shellShellSort;3056
50;Random(0-4000);shellShellSort;3944
50;AlmostSorted;shellShellSort;2528
50;ReversedSorted;shellShellSort;3308
100;Random(0-5);shellShellSort;6635
100;Random(0-4000);shellShellSort;9011
100;AlmostSorted;shellShellSort;6347
100;ReversedSorted;shellShellSort;8171
150;Random(0-5);shellShellSort;12196
150;Random(0-4000);shellShellSort;16936
150;AlmostSorted;shellShellSort;11356
150;ReversedSorted;shellShellSort;14164
200;Random(0-5);shellShellSort;15594
