datasetSize;arrayType;sortType;time
250;Random(0-4000);shellShellSort;31558
250;AlmostSorted;shellShellSort;14094
250;ReversedSorted;shellShellSort;16833
300;Random(0-5);shellShellSort;18544
300;Random(0-4000);shellShellSort;40484
300;AlmostSorted;shellShellSort;19133
300;ReversedSorted;shellShellSort;22304
400;Random(0-5);shellShellSort;26826
400;Random(0-4000);shellShellSort;67618
400;AlmostSorted;shellShellSort;25701
400;ReversedSorted;shellShellSort;28220
500;Random(0-5);shellShellSort;34486
500;Random(0-4000);shellShellSort;81579
500;AlmostSorted;shellShellSort;42299
500;ReversedSorted;shellShellSort;41652
600;Random(0-5);shellShellSort;44452
600;Random(0-4000);shellShellSort;102577
600;AlmostSorted;shellShellSort;49868
600;ReversedSorted;shellShellSort;46751
700;Random(0-5);shellShellSort;51528
700;Random(0-4000);shellShellSort;127249
700;AlmostSorted;shellShellSort;65741
700;ReversedSorted;shellShellSort;60748
800;Random(0-5);shellShellSort;79832
800;Random(0-4000);shellShellSort;170612
800;AlmostSorted;shellShellSort;66328
800;ReversedSorted;shellShellSort;66571
900;Random(0-5);shellShellSort;80025
900;Random(0-4000);shellShellSort;192683
900;AlmostSorted;shellShellSort;81973
900;ReversedSorted;shellShellSort;79875
1000;Random(0-5);shellShellSort;84360
1000;Random(0-4000);shellShellSort;200470
1000;AlmostSorted;shellShellSort;101471
1000;ReversedSorted;shellShellSort;95439
1100;Random(0-5);shellShellSort;87732
1100;Random(0-4000);shellShellSort;219146
1100;AlmostSorted;shellShellSort;95329
1100;ReversedSorted;shellShellSort;96238
1200;Random(0-5);shellShellSort;110164
1200;Random(0-4000);shellShellSort;243419
1200;AlmostSorted;shellShellSort;104562
1200;ReversedSorted;shellShellSort;108318
1300;Random(0-5);shellShellSort;117180
1300;Random(0-4000);shellShellSort;292605
1300;AlmostSorted;shellShellSort;114747
1300;ReversedSorted;shellShellSort;131164
1400;Random(0-5);shellShellSort;124189
1400;Random(0-4000);shellShellSort;296709
1400;AlmostSorted;shellShellSort;131701
1400;ReversedSorted;shellShellSort;137791
1500;Random(0-5);shellShellSort;124426
1500;Random(0-4000);shellShellSort;334536
1500;AlmostSorted;shellShellSort;150649
1500;ReversedSorted;shellShellSort;149081
1600;Random(0-5);shellShellSort;172318
1600;Random(0-4000);shellShellSort;397270
1600;AlmostSorted;shellShellSort;142642
1600;ReversedSorted;shellShellSort;153073
1700;Random(0-5);shellShellSort;156082
1700;Random(0-4000);shellShellSort;380383
1700;AlmostSorted;shellShellSort;164516
1700;ReversedSorted;shellShellSort;171105
1800;Random(0-5);shellShellSort;170346
1800;Random(0-4000);shellShellSort;460027
1800;AlmostSorted;shellShellSort;160459
1800;ReversedSorted;shellShellSort;184473
1900;Random(0-5);shellShellSort;158758
1900;Random(0-4000);shellShellSort;417646
1900;AlmostSorted;shellShellSort;191292
1900;ReversedSorted;shellShellSort;179408
2000;Random(0-5);shellShellSort;189241
2000;Random(0-4000);shellShellSort;469145
2000;AlmostSorted;shellShellSort;216131
2000;ReversedSorted;shellShellSort;195712
2100;Random(0-5);shellShellSort;193060
2100;Random(0-4000);shellShellSort;532807
2100;AlmostSorted;shellShellSort;214094
2100;ReversedSorted;shellShellSort;205963
2200;Random(0-5);shellShellSort;203305
2200;Random(0-4000);shellShellSort;505804
2200;AlmostSorted;shellShellSort;219539
2200;ReversedSorted;shellShellSort;217053
2300;Random(0-5);shellShellSort;204759
2300;Random(0-4000);shellShellSort;538937
2300;AlmostSorted;shellShellSort;219101
2300;ReversedSorted;shellShellSort;246238
2400;Random(0-5);shellShellSort;248648
2400;Random(0-4000);shellShellSort;581606
2400;AlmostSorted;shellShellSort;240677
2400;ReversedSorted;shellShellSort;248573
2500;Random(0-5);shellShellSort;239689
2500;Random(0-4000);shellShellSort;628454
2500;AlmostSorted;shellShellSort;251454
2500;ReversedSorted;shellShellSort;267480
2600;Random(0-5);shellShellSort;261518
2600;Random(0-4000);shellShellSort;685213
2600;AlmostSorted;shellShellSort;274353
2600;ReversedSorted;shellShellSort;278315
2700;Random(0-5);shellShellSort;260210
2700;Random(0-4000);shellShellSort;683286
2700;AlmostSorted;shellShellSort;277049
2700;ReversedSorted;shellShellSort;301724
2800;Random(0-5);shellShellSort;288046
2800;Random(0-4000);shellShellSort;733316
2800;AlmostSorted;shellShellSort;298984
2800;ReversedSorted;shellShellSort;302731
2900;Random(0-5);shellShellSort;286430
2900;Random(0-4000);shellShellSort;732743
2900;AlmostSorted;shellShellSort;306709
2900;ReversedSorted;shellShellSort;305960
3000;Random(0-5);shellShellSort;273208
3000;Random(0-4000);shellShellSort;747668
3000;AlmostSorted;shellShellSort;329443
3000;ReversedSorted;shellShellSort;318859
3100;Random(0-5);shellShellSort;294301
3100;Random(0-4000);shellShellSort;930825
3100;AlmostSorted;shellShellSort;328901
3100;ReversedSorted;shellShellSort;307183
3200;Random(0-5);shellShellSort;377704
3200;Random(0-4000);shellShellSort;977094
3200;AlmostSorted;shellShellSort;329659
3200;ReversedSorted;shellShellSort;339712
3300;Random(0-5);shellShellSort;303328
3300;Random(0-4000);shellShellSort;865322
3300;AlmostSorted;shellShellSort;356814
3300;ReversedSorted;shellShellSort;395251
3400;Random(0-5);shellShellSort;333109
3400;Random(0-4000);shellShellSort;883996
3400;AlmostSorted;shellShellSort;352658
3400;ReversedSorted;shellShellSort;362395
3500;Random(0-5);shellShellSort;341641
3500;Random(0-4000);shellShellSort;931405
3500;AlmostSorted;shellShellSort;377810
3500;ReversedSorted;shellShellSort;371172
3600;Random(0-5);shellShellSort;368498
3600;Random(0-4000);shellShellSort;1099806
3600;AlmostSorted;shellShellSort;345653
3600;ReversedSorted;shellShellSort;385804
3700;Random(0-5);shellShellSort;352607
3700;Random(0-4000);shellShellSort;985108
3700;AlmostSorted;shellShellSort;390919
3700;ReversedSorted;shellShellSort;404835
3800;Random(0-5);shellShellSort;354871
3800;Random(0-4000);shellShellSort;1006168
3800;AlmostSorted;shellShellSort;413353
3800;ReversedSorted;shellShellSort;420377
3900;Random(0-5);shellShellSort;360461
3900;Random(0-4000);shellShellSort;1036794
3900;AlmostSorted;shellShellSort;398471
3900;ReversedSorted;shellShellSort;430029
4000;Random(0-5);shellShellSort;419673
4000;Random(0-4000);shellShellSort;1110191
4000;AlmostSorted;shellShellSort;455106
4000;ReversedSorted;shellShellSort;451035
4100;Random(0-5);shellShellSort;464236
4100;Random(0-4000);shellShellSort;1737567
4100;AlmostSorted;shellShellSort;476097
4100;ReversedSorted;shellShellSort;435229
50;Random(0-5);shellCiuraSort;1867
50;Random(0-4000);shellCiuraSort;2269
50;AlmostSorted;shellCiuraSort;1254
50;ReversedSorted;shellCiuraSort;2165
100;Random(0-5);shellCiuraSort;4361
100;Random(0-4000);shellCiuraSort;8204
100;AlmostSorted;shellCiuraSort;4477
100;ReversedSorted;shellCiuraSort;5158
150;Random(0-5);shellCiuraSort;6392
150;Random(0-4000);shellCiuraSort;12497
150;AlmostSorted;shellCiuraSort;6534
150;ReversedSorted;shellCiuraSort;8182
200;Random(0-5);shellCiuraSort;8896
200;Random(0-4000);shellCiuraSort;21592
200;AlmostSorted;shellCiuraSort;10154
200;ReversedSorted;shellCiuraSort;12281
250;Random(0-5);shellCiuraSort;14099
250;Random(0-4000);shellCiuraSort;28420
250;AlmostSorted;shellCiuraSort;13914
250;ReversedSorted;shellCiuraSort;16838
300;Random(0-5);shellCiuraSort;18562
300;Random(0-4000);shellCiuraSort;40114
300;AlmostSorted;shellCiuraSort;19528
300;ReversedSorted;shellCiuraSort;19149
400;Random(0-5);shellCiuraSort;22670
400;Random(0-4000);shellCiuraSort;61509
400;AlmostSorted;shellCiuraSort;29229
400;ReversedSorted;shellCiuraSort;26622
500;Random(0-5);shellCiuraSort;33202
500;Random(0-4000);shellCiuraSort;79908
500;AlmostSorted;shellCiuraSort;41495
500;ReversedSorted;shellCiuraSort;36709
600;Random(0-5);shellCiuraSort;42348
600;Random(0-4000);shellCiuraSort;105040
600;AlmostSorted;shellCiuraSort;53309
600;ReversedSorted;shellCiuraSort;47692
700;Random(0-5);shellCiuraSort;50714
700;Random(0-4000);shellCiuraSort;123147
700;AlmostSorted;shellCiuraSort;62815
700;ReversedSorted;shellCiuraSort;50207
800;Random(0-5);shellCiuraSort;56439
800;Random(0-4000);shellCiuraSort;143363
800;AlmostSorted;shellCiuraSort;79076
800;ReversedSorted;shellCiuraSort;58544
900;Random(0-5);shellCiuraSort;65002
900;Random(0-4000);shellCiuraSort;167903
900;AlmostSorted;shellCiuraSort;91111
900;ReversedSorted;shellCiuraSort;69022
1000;Random(0-5);shellCiuraSort;73143
1000;Random(0-4000);shellCiuraSort;189975
1000;AlmostSorted;shellCiuraSort;97202
1000;ReversedSorted;shellCiuraSort;73617
1100;Random(0-5);shellCiuraSort;82858
1100;Random(0-4000);shellCiuraSort;217619
1100;AlmostSorted;shellCiuraSort;104502
1100;ReversedSorted;shellCiuraSort;86295
1200;Random(0-5);shellCiuraSort;92169
1200;Random(0-4000);shellCiuraSort;240818
1200;AlmostSorted;shellCiuraSort;114457
1200;ReversedSorted;shellCiuraSort;93889
1300;Random(0-5);shellCiuraSort;101199
1300;Random(0-4000);shellCiuraSort;264341
1300;AlmostSorted;shellCiuraSort;120948
1300;ReversedSorted;shellCiuraSort;109384
1400;Random(0-5);shellCiuraSort;111503
1400;Random(0-4000);shellCiuraSort;286382
1400;AlmostSorted;shellCiuraSort;189877
1400;ReversedSorted;shellCiuraSort;192970
1500;Random(0-5);shellCiuraSort;131202
1500;Random(0-4000);shellCiuraSort;309065
1500;AlmostSorted;shellCiuraSort;145129
1500;ReversedSorted;shellCiuraSort;126232
1600;Random(0-5);shellCiuraSort;124926
1600;Random(0-4000);shellCiuraSort;330453
1600;AlmostSorted;shellCiuraSort;161395
1600;ReversedSorted;shellCiuraSort;136793
1700;Random(0-5);shellCiuraSort;129598
1700;Random(0-4000);shellCiuraSort;348886
1700;AlmostSorted;shellCiuraSort;163323
1700;ReversedSorted;shellCiuraSort;141806
1800;Random(0-5);shellCiuraSort;138375
1800;Random(0-4000);shellCiuraSort;384000
1800;AlmostSorted;shellCiuraSort;171594
1800;ReversedSorted;shellCiuraSort;148092
1900;Random(0-5);shellCiuraSort;146303
1900;Random(0-4000);shellCiuraSort;398068
1900;AlmostSorted;shellCiuraSort;190928
1900;ReversedSorted;shellCiuraSort;143687
2000;Random(0-5);shellCiuraSort;154399
2000;Random(0-4000);shellCiuraSort;419256
2000;AlmostSorted;shellCiuraSort;206266
2000;ReversedSorted;shellCiuraSort;162419
2100;Random(0-5);shellCiuraSort;162068
2100;Random(0-4000);shellCiuraSort;448332
2100;AlmostSorted;shellCiuraSort;213717
2100;ReversedSorted;shellCiuraSort;168997
2200;Random(0-5);shellCiuraSort;172802
2200;Random(0-4000);shellCiuraSort;469212
2200;AlmostSorted;shellCiuraSort;222006
2200;ReversedSorted;shellCiuraSort;179174
2300;Random(0-5);shellCiuraSort;183256
2300;Random(0-4000);shellCiuraSort;499857
2300;AlmostSorted;shellCiuraSort;234183
2300;ReversedSorted;shellCiuraSort;187840
2400;Random(0-5);shellCiuraSort;193124
2400;Random(0-4000);shellCiuraSort;532775
2400;AlmostSorted;shellCiuraSort;246072
2400;ReversedSorted;shellCiuraSort;200393
2500;Random(0-5);shellCiuraSort;202554
2500;Random(0-4000);shellCiuraSort;562592
2500;AlmostSorted;shellCiuraSort;255875
2500;ReversedSorted;shellCiuraSort;203607
2600;Random(0-5);shellCiuraSort;211484
2600;Random(0-4000);shellCiuraSort;580198
2600;AlmostSorted;shellCiuraSort;274365
2600;ReversedSorted;shellCiuraSort;212905
2700;Random(0-5);shellCiuraSort;225091
2700;Random(0-4000);shellCiuraSort;615958
2700;AlmostSorted;shellCiuraSort;287382
2700;ReversedSorted;shellCiuraSort;222920
2800;Random(0-5);shellCiuraSort;231086
2800;Random(0-4000);shellCiuraSort;642563
2800;AlmostSorted;shellCiuraSort;297790
2800;ReversedSorted;shellCiuraSort;232195
2900;Random(0-5);shellCiuraSort;241085
2900;Random(0-4000);shellCiuraSort;665037
2900;AlmostSorted;shellCiuraSort;309892
2900;ReversedSorted;shellCiuraSort;244082
3000;Random(0-5);shellCiuraSort;246619
3000;Random(0-4000);shellCiuraSort;687871
3000;AlmostSorted;shellCiuraSort;315333
3000;ReversedSorted;shellCiuraSort;255660
3100;Random(0-5);shellCiuraSort;257010
3100;Random(0-4000);shellCiuraSort;719632
3100;AlmostSorted;shellCiuraSort;330488
3100;ReversedSorted;shellCiuraSort;283153
3200;Random(0-5);shellCiuraSort;268293
3200;Random(0-4000);shellCiuraSort;743058
3200;AlmostSorted;shellCiuraSort;333297
3200;ReversedSorted;shellCiuraSort;291011
3300;Random(0-5);shellCiuraSort;275892
3300;Random(0-4000);shellCiuraSort;763829
3300;AlmostSorted;shellCiuraSort;343925
3300;ReversedSorted;shellCiuraSort;302204
3400;Random(0-5);shellCiuraSort;284363
3400;Random(0-4000);shellCiuraSort;801551
3400;AlmostSorted;shellCiuraSort;356399
3400;ReversedSorted;shellCiuraSort;291916
3500;Random(0-5);shellCiuraSort;300012
3500;Random(0-4000);shellCiuraSort;818666
3500;AlmostSorted;shellCiuraSort;365986
3500;ReversedSorted;shellCiuraSort;321874
3600;Random(0-5);shellCiuraSort;306772
3600;Random(0-4000);shellCiuraSort;850920
3600;AlmostSorted;shellCiuraSort;379399
3600;ReversedSorted;shellCiuraSort;315292
3700;Random(0-5);shellCiuraSort;314368
3700;Random(0-4000);shellCiuraSort;889841
3700;AlmostSorted;shellCiuraSort;394376
3700;ReversedSorted;shellCiuraSort;334327
3800;Random(0-5);shellCiuraSort;323733
3800;Random(0-4000);shellCiuraSort;913432
3800;AlmostSorted;shellCiuraSort;409216
3800;ReversedSorted;shellCiuraSort;344998
3900;Random(0-5);shellCiuraSort;330113
3900;Random(0-4000);shellCiuraSort;937397
3900;AlmostSorted;shellCiuraSort;423201
3900;ReversedSorted;shellCiuraSort;363835
4000;Random(0-5);shellCiuraSort;339668
4000;Random(0-4000);shellCiuraSort;959945
4000;AlmostSorted;shellCiuraSort;432955
4000;ReversedSorted;shellCiuraSort;359017
4100;Random(0-5);shellCiuraSort;352207
4100;Random(0-4000);shellCiuraSort;990016
4100;AlmostSorted;shellCiuraSort;549780
4100;ReversedSorted;shellCiuraSort;365692
